customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
C4025;Female;0;No;No;7;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);25,05;189.95;0
C2830;Male;1;No;No;8;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,7;560.85;1
C150;Male;0;Yes;Yes;15;Yes;No;DSL;No;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Mailed check;69,5;1071.4;0
C3002;Male;0;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,4;181.8;0
C1558;Male;0;No;No;12;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;67,25;832.3;0
C3932;Female;0;Yes;No;25;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Mailed check;71,05;1837.7;0
C454;Female;0;Yes;Yes;28;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;81,05;2227.1;1
C4428;Female;0;No;No;49;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);100,65;4917.75;0
C1833;Male;1;Yes;No;57;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;44,85;2572.95;1
C3251;Male;0;Yes;No;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;20,55;184.95;0
C5664;Female;0;Yes;Yes;37;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,25;3314.15;0
C809;Male;0;Yes;No;40;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;101,3;4113.1;1
C2003;Male;0;No;No;54;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;Two year;No;Credit card (automatic);45,2;2460.55;0
C3354;Male;0;Yes;No;12;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);85,05;999.8;0
C3825;Male;0;No;No;4;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;55,3;238.5;0
C1672;Male;0;Yes;Yes;66;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);103,15;7031.3;0
C1120;Male;0;Yes;Yes;70;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);59,5;4144.8;0
C4354;Female;0;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;74,9;74.9;1
C811;Male;0;No;No;58;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);103,25;6017.65;1
C1130;Male;1;No;No;47;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);86,05;3865.6;0
C835;Female;1;No;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;78,85;292.8;1
C6125;Female;0;Yes;Yes;57;Yes;No;DSL;Yes;No;Yes;Yes;No;No;One year;Yes;Mailed check;59,3;3274.35;0
C5414;Female;0;No;No;15;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);94;1505.45;0
C6733;Female;0;No;No;24;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;89,55;2259.35;0
C1972;Female;0;No;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);19,35;433.75;0
C1236;Male;1;Yes;No;61;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;No;One year;Yes;Mailed check;98,3;6066.55;0
C1226;Female;0;Yes;No;16;No;No phone service;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;49,95;810.2;1
C4052;Female;0;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Credit card (automatic);97,7;6869.7;0
C2345;Female;1;No;No;14;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Mailed check;39,7;692.35;0
C6228;Male;0;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);46,05;80.35;1
C4353;Male;0;Yes;Yes;64;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;91,8;5960.5;0
C2274;Male;0;Yes;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19,8;576.65;0
C1730;Male;0;Yes;No;64;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;One year;No;Bank transfer (automatic);89,45;5692.65;0
C6786;Male;0;No;No;61;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);111,6;6876.05;1
C2182;Female;0;Yes;Yes;50;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);84,15;4164.4;0
C1028;Female;0;No;No;47;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;One year;No;Credit card (automatic);94,9;4615.25;0
C3083;Male;0;No;No;51;Yes;Yes;DSL;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);59,9;3043.6;0
C5206;Female;0;No;No;37;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);91,2;3382.3;0
C350;Female;1;Yes;No;64;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;No;Bank transfer (automatic);97;6430.9;0
C453;Male;0;Yes;No;60;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);60,2;3582.4;0
C663;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,05;20.05;0
C173;Male;0;Yes;No;14;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;81,95;1181.75;0
C1406;Female;0;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;76;76;1
C5858;Female;0;Yes;Yes;17;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;88,25;1460.65;1
C4251;Male;0;No;No;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;One year;No;Credit card (automatic);104,5;6590.8;0
C4551;Female;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);26,25;1988.05;0
C423;Male;0;No;Yes;29;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;Yes;One year;No;Credit card (automatic);100,55;2830.45;0
C3018;Female;0;Yes;Yes;18;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Mailed check;61,5;1087.45;0
C3327;Male;1;No;No;38;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);70,15;2497.35;1
C882;Male;1;No;No;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19,3;504.2;0
C3451;Male;1;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;104,8;7308.95;0
C1254;Female;0;No;No;7;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;79,3;523.15;1
C6269;Female;0;No;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,85;450.65;0
C6211;Female;0;No;Yes;25;Yes;No;DSL;No;Yes;No;Yes;No;No;One year;Yes;Credit card (automatic);54,75;1266.35;0
C2226;Male;0;No;No;33;No;No phone service;DSL;No;Yes;No;No;Yes;No;One year;Yes;Electronic check;39,1;1309;0
C4122;Male;1;Yes;No;27;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;95,55;2510.2;1
C6564;Male;0;Yes;Yes;15;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);74,9;1107.25;1
C1906;Female;0;No;No;41;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;24,85;962.25;0
C103;Male;0;No;No;38;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);95;3605.6;0
C3015;Male;1;Yes;No;44;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;89,2;4040.2;0
C4302;Male;0;Yes;Yes;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,75;1344.5;0
C6679;Male;0;No;Yes;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,85;467.5;0
C4270;Male;0;Yes;No;17;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;No;Credit card (automatic);90,2;1454.15;1
C2448;Male;0;No;No;7;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;74,9;490.55;0
C1581;Female;1;Yes;No;21;Yes;Yes;DSL;No;Yes;Yes;No;No;Yes;One year;No;Bank transfer (automatic);71,7;1497.05;0
C3804;Male;0;Yes;No;61;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Two year;Yes;Electronic check;94,1;5638.3;1
C3482;Female;0;No;No;4;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;50,7;214.55;0
C4872;Male;0;Yes;Yes;58;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);75,2;4300.8;0
C3878;Female;0;Yes;Yes;21;No;No phone service;DSL;Yes;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;55,95;1157.05;1
C5193;Male;0;No;Yes;60;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,95;1189.9;0
C136;Female;0;No;No;43;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,7;1188.2;0
C2522;Male;1;Yes;No;36;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);85,25;3132.75;1
C4152;Female;1;No;No;57;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;55;3094.05;0
C1919;Male;0;No;No;24;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;54,95;1348.5;0
C6333;Male;0;Yes;Yes;68;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);105,25;7173.15;0
C4698;Male;0;Yes;No;72;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,65;6747.35;0
C4751;Male;0;No;No;9;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;One year;No;Mailed check;39,55;373;0
C2667;Male;0;No;Yes;66;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);79,5;5196.1;0
C5111;Female;0;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;73,5;632.2;0
C2926;Female;0;Yes;Yes;50;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;No;Mailed check;103,05;5153.5;0
C3067;Female;0;No;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;75,75;777.3;0
C1790;Male;0;Yes;No;54;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;30,4;1621.35;0
C5289;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,65;79.65;1
C808;Male;0;Yes;No;71;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108,55;7616;0
C463;Male;0;Yes;Yes;4;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;101,15;385.9;1
C880;Male;0;No;No;33;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);54,65;1665.2;0
C3249;Male;1;Yes;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;86,65;856.65;1
C4727;Female;0;Yes;No;72;No;No phone service;DSL;Yes;Yes;Yes;No;No;Yes;Two year;Yes;Electronic check;49,2;3580.95;0
C5681;Female;1;Yes;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,85;20.85;1
C6791;Female;0;No;No;67;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);25,6;1790.35;0
C4378;Female;0;Yes;No;22;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);80;1706.45;0
C800;Male;0;No;No;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;96,75;6125.4;1
C355;Female;1;No;No;21;No;No phone service;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;41,9;840.1;1
C3965;Female;0;Yes;Yes;68;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);111,75;7511.3;0
C1074;Male;0;No;No;7;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);98,05;713;1
C3102;Female;0;No;No;58;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);79,8;4526.85;0
C5595;Female;0;Yes;Yes;23;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;83,75;1849.95;0
C145;Male;1;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);23,95;1756.2;0
C381;Female;0;Yes;No;41;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);86,2;3339.05;0
C1341;Female;0;Yes;Yes;0;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);56,05; ;0
C4169;Male;0;Yes;No;61;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;62,15;3778.85;0
C6511;Female;0;Yes;Yes;46;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;Yes;Two year;No;Mailed check;99,65;4630.2;0
C122;Female;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,7;112.75;0
C3746;Male;0;No;No;7;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,25;669;1
C3613;Male;0;No;No;21;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;73,7;1558.7;0
C1361;Female;1;No;No;13;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,05;1290;1
C419;Female;0;Yes;Yes;22;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;83,3;1845.9;1
C6349;Female;0;No;No;26;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);69,05;1815.65;0
C5547;Male;0;No;No;4;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;42,4;146.4;0
C1515;Female;0;No;Yes;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,5;1215.1;0
C4185;Male;1;Yes;No;5;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);79,9;343.95;1
C5456;Female;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19,7;129.55;0
C3101;Female;0;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);94,45;5073.1;0
C2064;Male;0;Yes;Yes;51;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);76,4;3966.3;0
C556;Female;0;Yes;Yes;56;Yes;Yes;DSL;Yes;No;Yes;No;No;Yes;One year;Yes;Bank transfer (automatic);68,75;3808;0
C2313;Male;0;No;No;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,1;401.85;0
C3544;Male;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);105,6;7581.5;0
C5441;Female;0;Yes;Yes;19;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);49,6;962.9;0
C1486;Male;1;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,7;2082.95;1
C5018;Female;0;Yes;No;41;No;No phone service;DSL;No;Yes;No;Yes;No;No;One year;No;Mailed check;35,45;1391.65;0
C1273;Male;0;Yes;Yes;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,45;86.05;0
C6599;Female;0;No;No;57;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Credit card (automatic);74,3;4166.35;0
C1412;Male;1;No;No;29;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);101,45;2948.6;0
C5077;Female;0;Yes;Yes;33;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;93,8;3124.5;1
C6916;Female;0;Yes;No;72;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Two year;Yes;Electronic check;97,85;6841.3;0
C1472;Male;0;Yes;No;31;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Credit card (automatic);88,65;2683.2;0
C2267;Male;1;Yes;No;52;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);104,45;5481.25;0
C5504;Male;0;Yes;Yes;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,05;746.75;0
C5078;Female;0;Yes;Yes;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,85;144.15;0
C5636;Female;0;Yes;No;22;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;54,7;1178.75;0
C4155;Male;0;No;No;6;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,9;469.8;1
C6680;Female;0;Yes;No;60;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Bank transfer (automatic);37,7;2288.7;0
C3166;Male;0;Yes;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,25;439.75;0
C2437;Female;1;No;No;31;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);73,55;2094.65;0
C2869;Male;0;No;No;26;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;85,75;2146.5;0
C6613;Male;0;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;69,9;69.9;1
C982;Male;0;Yes;Yes;40;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,6;808.95;0
C5975;Male;0;Yes;Yes;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20,05;218.5;0
C6064;Female;0;Yes;Yes;70;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,2;1401.4;0
C3247;Male;0;No;No;3;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Mailed check;55,15;159.15;1
C6208;Male;1;No;No;46;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;No;Electronic check;85;3969.4;1
C1269;Male;0;Yes;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;110,15;6448.05;1
C415;Female;1;Yes;No;48;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);70,65;3545.05;0
C269;Male;0;No;No;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,35;1099.6;1
C3128;Female;0;No;No;29;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;30,6;856.35;1
C655;Female;1;No;No;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,65;164.3;1
C3012;Female;0;Yes;Yes;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,75;210.65;0
C6395;Female;0;No;No;8;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Bank transfer (automatic);58,2;469.25;0
C2224;Female;0;No;No;28;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;89,95;2625.55;1
C6990;Female;0;Yes;Yes;20;Yes;Yes;DSL;Yes;No;No;No;Yes;Yes;One year;No;Bank transfer (automatic);76;1588.75;0
C2338;Female;1;No;No;56;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);104,75;5510.65;1
C3542;Female;0;Yes;No;49;No;No phone service;DSL;Yes;No;No;No;Yes;No;Month-to-month;No;Bank transfer (automatic);40,65;2070.75;0
C774;Female;0;Yes;No;5;Yes;No;Fiber optic;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Mailed check;88,9;454.15;1
C2447;Female;0;No;No;18;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);90;1527.35;1
C590;Male;0;Yes;Yes;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;90,4;6668.05;0
C2908;Male;0;Yes;No;20;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;89;1820.45;1
C2128;Male;0;Yes;No;40;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Electronic check;42,35;1716.45;1
C2997;Female;0;No;No;18;Yes;Yes;DSL;Yes;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;60,6;1156.35;0
C3897;Female;0;Yes;Yes;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,3;749.35;0
C3039;Female;1;Yes;No;67;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;105,6;7112.15;0
